bathroomcnt,bedroomcnt,calculatedfinishedsquarefeet,taxvaluedollarcnt,yearbuilt,taxamount,fips,transactiondate,County
4.0,4,3827,783979,1990,7474.32,6059,2017-05-08,Orange County
2.0,4,2142,631675,1948,7688.57,6037,2017-05-08,Los Angeles County
1.0,2,845,238794,1935,3024.18,6037,2017-05-08,Los Angeles County
1.0,3,1118,191761,1954,2423.6,6059,2017-05-08,Orange County
2.0,4,1246,313047,2002,3839.36,6059,2017-05-08,Orange County
3.5,3,2766,644972,1989,7287.92,6059,2017-05-08,Orange County
1.0,3,1211,245374,1943,3128.65,6037,2017-05-08,Los Angeles County
3.0,4,1773,364418,1964,4413.04,6059,2017-05-08,Orange County
4.5,4,3572,1151798,1999,12874.16,6059,2017-05-08,Orange County
1.0,3,1041,280901,1950,3665.33,6037,2017-05-08,Los Angeles County
2.0,3,1587,401071,1953,4936.85,6037,2017-05-08,Los Angeles County
1.0,3,1712,509703,1955,5929.96,6059,2017-05-08,Orange County
1.0,3,1092,444883,1950,5475.79,6037,2017-05-08,Los Angeles County
2.0,3,1492,403449,1954,4848.9,6059,2017-05-08,Orange County
1.0,2,1092,318580,1958,3841.97,6037,2017-05-08,Los Angeles County
2.0,2,1862,723838,1955,8426.76,6059,2017-05-08,Orange County
2.0,3,1467,430781,1968,4892.84,6059,2017-05-08,Orange County
2.0,4,1462,202449,1958,2684.99,6037,2017-05-08,Los Angeles County
2.0,3,1524,82996,1931,1179.58,6037,2017-05-08,Los Angeles County
1.0,2,1548,314421,1915,13423.73,6037,2017-05-08,Los Angeles County
3.0,3,1933,165465,1989,2764.68,6037,2017-05-08,Los Angeles County
2.0,3,1208,273839,1954,3236.9,6059,2017-05-08,Orange County
3.5,5,3663,1033432,1971,11147.58,6059,2017-05-08,Orange County
2.5,3,1449,481521,1986,5063.3,6111,2017-05-08,Ventura County
2.0,2,1994,467509,1951,5554.12,6037,2017-05-08,Los Angeles County
2.0,3,1273,465000,1955,8436.26,6059,2017-05-08,Orange County
2.0,3,1094,468000,1955,5501.16,6059,2017-05-08,Orange County
2.5,4,2475,623172,1964,6786.14,6059,2017-05-08,Orange County
3.0,4,2605,202872,2005,3440.93,6037,2017-05-08,Los Angeles County
3.0,4,1905,186683,1990,3014.19,6037,2017-05-08,Los Angeles County
2.0,3,1136,486000,1936,5928.03,6037,2017-05-08,Los Angeles County
1.0,3,1144,259740,1953,3362.83,6037,2017-05-08,Los Angeles County
1.0,3,1158,210970,1923,2683.08,6037,2017-05-08,Los Angeles County
1.0,1,738,425511,1941,5048.8,6037,2017-05-08,Los Angeles County
2.5,4,3282,992298,1972,11030.98,6059,2017-05-08,Orange County
1.0,2,1210,42197,1936,615.83,6037,2017-05-08,Los Angeles County
2.5,3,1905,576498,1987,6889.22,6059,2017-05-08,Orange County
1.0,2,1172,480000,1949,5770.75,6037,2017-05-08,Los Angeles County
1.0,2,855,171887,1926,2537.71,6037,2017-05-08,Los Angeles County
1.0,2,1233,224271,1942,5174.7,6037,2017-05-08,Los Angeles County
1.0,2,1070,205964,1951,2931.27,6037,2017-05-08,Los Angeles County
2.5,2,1194,610000,1997,7981.36,6059,2017-05-08,Orange County
2.5,2,1194,251822,1997,4212.32,6059,2017-05-08,Orange County
2.5,3,1994,728839,1998,8584.62,6059,2017-05-08,Orange County
5.0,5,3631,823799,1999,11053.4,6059,2017-05-08,Orange County
2.0,4,1716,560329,1965,5990.26,6111,2017-05-08,Ventura County
2.5,3,1689,632000,1996,7292.94,6059,2017-05-08,Orange County
1.0,2,528,28731,1923,451.04,6037,2017-05-08,Los Angeles County
2.5,3,1808,412511,1970,4676.78,6059,2017-05-08,Orange County
1.0,2,1089,404000,1938,4895.97,6037,2017-05-08,Los Angeles County
2.0,3,1252,460000,1950,5663.52,6037,2017-05-08,Los Angeles County
2.0,3,1372,287358,1901,3621.85,6037,2017-05-08,Los Angeles County
2.0,2,1462,727500,1970,7910.68,6111,2017-05-08,Ventura County
2.5,3,1981,404383,1987,4908.7,6059,2017-05-08,Orange County
2.0,3,2241,243219,1976,2826.5,6059,2017-05-08,Orange County
2.0,4,1774,398268,1978,5261.77,6037,2017-05-08,Los Angeles County
3.0,4,2313,710148,1975,8748.92,6037,2017-05-08,Los Angeles County
2.5,2,2021,1024984,1979,10540.26,6059,2017-05-08,Orange County
3.0,5,2600,157397,1941,1994.21,6037,2017-05-08,Los Angeles County
3.0,5,3620,773227,2002,11286.34,6059,2017-05-08,Orange County
3.0,4,2316,399945,1967,4912.24,6111,2017-05-08,Ventura County
3.0,3,1698,124875,1974,1562.4,6059,2017-05-08,Orange County
1.5,2,1338,72701,1961,1127.32,6059,2017-05-08,Orange County
2.0,2,1427,61879,1947,1347.61,6037,2017-05-08,Los Angeles County
2.5,3,1713,463406,2009,8735.38,6111,2017-05-08,Ventura County
2.0,2,1212,143427,1955,1848.58,6059,2017-05-08,Orange County
2.0,2,984,140664,1971,1762.66,6059,2017-05-08,Orange County
1.5,2,864,225209,1963,2691.66,6059,2017-05-08,Orange County
1.0,3,1101,397889,1953,4580.68,6059,2017-05-08,Orange County
2.0,3,1840,544786,1962,6247.78,6059,2017-05-08,Orange County
2.0,5,2714,1003165,1919,12209.41,6037,2017-05-08,Los Angeles County
2.0,4,1451,111641,1984,2315.51,6037,2017-05-08,Los Angeles County
2.0,4,1626,799509,1968,9045.72,6059,2017-05-08,Orange County
2.0,3,1274,96405,1962,1408.84,6059,2017-05-08,Orange County
2.0,3,1277,570000,1960,6802.28,6059,2017-05-08,Orange County
2.0,2,1501,75748,1951,1324.8,6037,2017-05-08,Los Angeles County
2.0,4,1801,247257,1965,2989.32,6059,2017-05-08,Orange County
3.5,4,2795,336605,1968,3972.46,6059,2017-05-08,Orange County
2.5,4,1887,735954,1963,8376.56,6059,2017-05-08,Orange County
4.5,4,3213,1261094,2000,13992.38,6059,2017-05-08,Orange County
3.0,4,2264,415548,1998,6477.74,6037,2017-05-08,Los Angeles County
2.0,4,1593,63721,1963,947.0,6059,2017-05-08,Orange County
2.0,4,1524,692646,1967,8032.76,6059,2017-05-08,Orange County
2.0,5,1865,249324,1977,2799.38,6111,2017-05-08,Ventura County
1.0,3,1176,123780,1954,1751.96,6059,2017-05-08,Orange County
3.0,4,2021,490000,2007,11218.46,6111,2017-05-08,Ventura County
3.0,4,2717,733000,1998,8314.78,6111,2017-08-30,Ventura County
3.0,4,2717,733000,1998,8314.78,6111,2017-05-08,Ventura County
2.5,4,1657,576498,1964,6678.78,6059,2017-05-08,Orange County
3.0,5,2965,743768,1972,8700.26,6059,2017-05-08,Orange County
2.0,3,1661,323614,1957,4110.68,6037,2017-05-08,Los Angeles County
2.5,4,3046,914706,1965,10119.42,6059,2017-05-08,Orange County
2.0,3,1324,451492,1955,5320.48,6059,2017-05-08,Orange County
2.0,4,1488,515351,1966,5808.9,6059,2017-05-08,Orange County
2.0,2,1445,233944,1981,2315.22,6059,2017-05-08,Orange County
3.0,5,3476,356043,2001,5216.57,6037,2017-05-08,Los Angeles County
1.0,3,992,206429,1957,2542.6,6059,2017-05-08,Orange County
2.0,3,1152,215997,1971,2772.8,6059,2017-05-08,Orange County
2.0,3,1200,658896,1923,7251.32,6037,2017-05-08,Los Angeles County
2.0,4,1140,249276,1955,3532.12,6059,2017-05-08,Orange County
1.0,2,1339,44735,1932,1096.32,6059,2017-05-08,Orange County
2.0,4,1628,71604,1968,1461.35,6037,2017-05-08,Los Angeles County
2.0,4,1756,243912,1960,2794.18,6059,2017-05-08,Orange County
3.0,5,1850,370842,1986,4658.25,6037,2017-09-18,Los Angeles County
3.0,5,1850,370842,1986,4658.25,6037,2017-05-08,Los Angeles County
2.0,4,2227,490682,1955,6118.46,6059,2017-05-08,Orange County
2.0,3,1442,332512,1953,4113.42,6037,2017-05-08,Los Angeles County
2.5,5,2072,171738,1965,2328.24,6059,2017-05-08,Orange County
1.0,2,1449,95908,1924,1883.78,6111,2017-05-08,Ventura County
1.0,2,590,265000,1924,3280.25,6037,2017-05-08,Los Angeles County
3.0,4,2450,391552,1950,4926.7,6037,2017-05-08,Los Angeles County
1.5,3,1269,400000,1964,4737.0,6059,2017-05-08,Orange County
2.0,2,868,161342,1986,3113.68,6111,2017-05-08,Ventura County
2.5,5,2220,618535,1972,7275.82,6059,2017-05-08,Orange County
1.0,3,1378,277391,1961,3347.98,6037,2017-05-08,Los Angeles County
1.5,4,1237,518000,1959,6141.06,6059,2017-05-08,Orange County
2.0,3,1570,478505,1960,5921.37,6037,2017-05-08,Los Angeles County
2.0,2,1204,291265,1964,3435.96,6059,2017-05-08,Orange County
2.0,3,1213,265294,1959,5187.02,6059,2017-05-08,Orange County
2.5,4,2065,371009,1972,4584.98,6059,2017-05-08,Orange County
1.0,2,756,83520,1921,1355.47,6037,2017-05-08,Los Angeles County
3.0,4,1850,517000,1956,6116.96,6059,2017-05-08,Orange County
2.5,4,1807,265679,1997,3150.7,6111,2017-05-08,Ventura County
3.0,4,2468,443691,1964,5364.53,6037,2017-05-08,Los Angeles County
3.5,5,3004,805000,1997,9485.14,6059,2017-05-08,Orange County
3.0,3,1966,425251,1988,5887.02,6037,2017-05-08,Los Angeles County
2.0,3,2837,306244,1910,3835.09,6037,2017-05-08,Los Angeles County
3.0,4,3388,801448,2005,9446.52,6059,2017-05-08,Orange County
1.0,3,936,55662,1947,700.1,6037,2017-05-08,Los Angeles County
1.0,2,863,482243,1939,5415.93,6037,2017-05-08,Los Angeles County
3.0,2,2025,126553,1958,3299.48,6059,2017-05-08,Orange County
2.0,3,2226,492296,1955,6129.32,6037,2017-05-08,Los Angeles County
2.0,2,1369,609177,1976,6112.32,6059,2017-05-08,Orange County
3.0,4,2007,86682,1966,911.86,6059,2017-05-08,Orange County
2.0,4,2761,1014708,1988,11294.68,6111,2017-05-08,Ventura County
2.0,2,1839,300205,1963,3895.71,6037,2017-05-08,Los Angeles County
2.0,2,830,566927,1961,6730.5,6059,2017-05-08,Orange County
3.0,3,2554,1397971,1952,16423.14,6037,2017-05-08,Los Angeles County
2.0,3,1575,621217,1976,6419.6,6059,2017-05-08,Orange County
2.0,2,1498,1446730,1941,17504.72,6037,2017-05-08,Los Angeles County
2.0,3,1627,439295,1948,5406.95,6037,2017-05-08,Los Angeles County
2.0,3,1296,79475,1955,1110.29,6037,2017-05-08,Los Angeles County
3.0,5,2851,652686,2006,13385.0,6111,2017-05-08,Ventura County
2.0,3,1590,109023,1964,1744.15,6037,2017-05-08,Los Angeles County
2.0,4,1735,499045,1969,5088.64,6059,2017-05-08,Orange County
2.5,3,1629,687938,2002,7631.0,6059,2017-05-08,Orange County
2.0,4,1263,398835,1963,4658.18,6111,2017-05-08,Ventura County
3.0,2,3201,490914,1965,5956.93,6037,2017-05-08,Los Angeles County
1.0,2,1058,337218,1947,4234.49,6037,2017-05-08,Los Angeles County
2.5,3,2008,486875,1986,6056.4,6059,2017-05-08,Orange County
4.5,4,3277,1156377,2009,11649.6,6059,2017-05-08,Orange County
4.0,5,3415,282658,1949,3891.55,6037,2017-05-08,Los Angeles County
2.0,3,1385,75756,1951,1130.41,6037,2017-05-08,Los Angeles County
4.5,4,3546,620452,1997,6445.66,6059,2017-05-08,Orange County
2.0,4,1618,674680,1970,8240.26,6037,2017-05-08,Los Angeles County
1.0,3,869,293905,1914,4541.0,6037,2017-05-08,Los Angeles County
3.0,3,2142,413279,1989,4202.32,6059,2017-05-08,Orange County
3.0,4,1946,555000,1951,6309.62,6037,2017-05-08,Los Angeles County
1.0,3,1100,402000,1953,4624.16,6037,2017-05-08,Los Angeles County
2.0,3,1352,366155,1961,4540.05,6037,2017-05-08,Los Angeles County
3.0,3,1864,653980,1989,6567.22,6059,2017-05-08,Orange County
2.0,4,1605,435067,1960,5350.14,6037,2017-05-08,Los Angeles County
2.5,3,2091,303625,1986,3177.62,6059,2017-05-08,Orange County
2.0,3,1635,99768,1959,1484.15,6037,2017-05-08,Los Angeles County
2.0,3,1424,213935,1960,2460.6,6111,2017-05-06,Ventura County
2.0,4,1472,580000,1976,5922.78,6059,2017-05-06,Orange County
3.0,5,2326,640000,1971,7509.3,6059,2017-05-05,Orange County
4.0,5,2653,360441,1966,4379.48,6059,2017-05-05,Orange County
2.0,3,1127,310676,1954,3848.5,6037,2017-05-05,Los Angeles County
2.0,3,1117,210698,1972,1224.24,6059,2017-05-05,Orange County
2.0,3,2053,236226,1980,3512.57,6037,2017-05-05,Los Angeles County
1.0,3,1637,1030301,1921,12397.18,6037,2017-05-05,Los Angeles County
3.0,3,2052,130224,1965,1760.98,6037,2017-05-05,Los Angeles County
2.0,4,1659,311992,1959,3924.6,6037,2017-05-05,Los Angeles County
2.0,3,1471,203000,1978,3179.05,6037,2017-05-05,Los Angeles County
3.0,5,1794,499642,1955,6230.39,6037,2017-05-05,Los Angeles County
2.0,3,1751,99362,1921,1316.75,6037,2017-05-05,Los Angeles County
1.0,3,1122,380000,1952,5180.28,6037,2017-05-05,Los Angeles County
2.0,4,1821,906000,1963,9669.96,6059,2017-05-05,Orange County
2.0,3,1917,279256,1952,3591.86,6059,2017-05-05,Orange County
2.0,3,1120,161700,1984,2688.4,6037,2017-05-05,Los Angeles County
2.0,3,1261,117075,1970,2169.72,6037,2017-05-05,Los Angeles County
1.0,3,734,332873,1924,4021.56,6037,2017-05-05,Los Angeles County
2.0,4,1570,241190,1959,3103.59,6037,2017-05-05,Los Angeles County
1.0,3,960,123509,1953,1802.77,6037,2017-05-05,Los Angeles County
3.5,4,3849,1086727,2003,12646.4,6059,2017-05-05,Orange County
2.0,3,1469,224435,1944,2963.74,6037,2017-05-05,Los Angeles County
1.0,2,756,333709,1958,4148.49,6037,2017-05-05,Los Angeles County
3.0,4,2270,171887,1990,2933.41,6037,2017-05-05,Los Angeles County
2.0,4,1752,197889,1987,3429.93,6037,2017-05-05,Los Angeles County
3.0,4,2122,279077,1964,3491.7,6037,2017-05-05,Los Angeles County
2.0,3,1334,254856,1938,4517.16,6037,2017-05-05,Los Angeles County
2.0,3,1168,609000,1931,6691.49,6037,2017-05-05,Los Angeles County
3.0,4,2951,1389723,1956,15410.07,6037,2017-05-05,Los Angeles County
2.0,4,1554,262207,1962,3199.04,6059,2017-05-05,Orange County
2.0,3,2346,123385,1961,1713.47,6037,2017-05-05,Los Angeles County
5.5,4,5851,1366000,2004,15219.56,6111,2017-05-05,Ventura County
2.0,3,1360,517777,1965,6302.17,6037,2017-05-05,Los Angeles County
2.0,3,1618,224488,1947,2472.55,6037,2017-05-05,Los Angeles County
1.0,2,1207,274868,1949,3555.24,6037,2017-05-05,Los Angeles County
2.5,3,2966,1113199,1981,11212.66,6059,2017-05-05,Orange County
2.0,3,1342,252558,1963,3260.58,6059,2017-05-05,Orange County
2.0,3,1953,450254,1927,5008.08,6037,2017-05-05,Los Angeles County
1.0,3,1171,65646,1956,1323.8,6059,2017-05-05,Orange County
2.0,3,1684,965007,1962,10993.62,6037,2017-05-05,Los Angeles County
3.5,4,2889,1225693,2014,16182.0,6059,2017-05-05,Orange County
2.0,3,1469,49859,1953,1095.47,6037,2017-05-05,Los Angeles County
1.0,3,1025,62599,1954,1518.96,6037,2017-05-05,Los Angeles County
2.0,4,1224,165349,1920,3036.64,6037,2017-05-05,Los Angeles County
3.0,3,2807,844900,1987,9898.2,6059,2017-05-05,Orange County
3.0,4,3514,681630,1990,6845.5,6059,2017-05-05,Orange County
2.5,4,2668,318366,1979,3974.24,6059,2017-05-05,Orange County
2.0,3,1948,114278,1956,1310.7,6037,2017-05-05,Los Angeles County
3.0,4,1938,224964,1962,3038.18,6037,2017-05-05,Los Angeles County
1.0,3,1115,104365,1958,1854.25,6037,2017-05-05,Los Angeles County
2.5,3,1449,575000,1996,6829.94,6059,2017-05-05,Orange County
3.0,3,1792,1263986,1923,23214.17,6037,2017-05-05,Los Angeles County
3.0,4,3042,462169,1996,4860.72,6059,2017-05-05,Orange County
2.5,4,1928,662742,1975,7832.5,6059,2017-05-05,Orange County
3.0,5,3250,1258684,1940,14121.47,6037,2017-05-05,Los Angeles County
3.0,3,2436,435404,1949,5639.98,6037,2017-05-05,Los Angeles County
4.5,5,3687,923000,2000,10767.92,6059,2017-05-05,Orange County
2.5,4,2026,617880,1995,8858.32,6059,2017-05-05,Orange County
1.0,3,1020,53587,1955,1178.01,6037,2017-05-05,Los Angeles County
2.0,2,1243,502431,1950,6171.33,6037,2017-05-05,Los Angeles County
3.0,4,1801,797986,1947,9731.54,6037,2017-05-05,Los Angeles County
1.0,3,1064,50690,1950,1137.6,6037,2017-05-05,Los Angeles County
2.0,4,1826,573000,1972,6528.52,6111,2017-05-05,Ventura County
2.0,6,3264,313871,1907,3190.2,6059,2017-05-05,Orange County
3.0,5,2956,1136784,1975,12782.66,6059,2017-05-05,Orange County
2.0,2,1660,311027,1947,3915.14,6037,2017-05-05,Los Angeles County
1.0,2,1377,119827,1952,2124.39,6037,2017-05-05,Los Angeles County
2.0,3,1783,443208,1951,5170.07,6037,2017-05-05,Los Angeles County
3.0,3,2918,423589,1979,4929.56,6059,2017-05-05,Orange County
2.0,2,1708,641130,1938,7638.03,6037,2017-05-05,Los Angeles County
2.5,3,2391,892864,1972,9869.54,6059,2017-05-05,Orange County
4.5,5,4079,341650,1971,3943.5,6059,2017-05-05,Orange County
2.0,2,1680,371000,1983,4350.76,6059,2017-05-05,Orange County
2.0,3,1326,133158,1993,3029.95,6037,2017-05-05,Los Angeles County
1.0,2,900,154398,1950,2014.08,6037,2017-05-05,Los Angeles County
2.0,4,1838,650000,1964,7236.3,6059,2017-05-05,Orange County
2.0,3,1358,391498,1956,4808.35,6037,2017-05-05,Los Angeles County
3.0,4,2428,827500,1998,8393.96,6059,2017-05-05,Orange County
3.0,4,2423,413927,1965,4828.38,6059,2017-05-05,Orange County
3.0,4,2354,141152,1965,1873.09,6037,2017-05-05,Los Angeles County
3.0,4,2438,704060,2000,7930.9,6059,2017-05-05,Orange County
2.0,4,1452,143342,1981,2589.55,6037,2017-05-05,Los Angeles County
2.0,3,1175,708000,1955,8147.93,6037,2017-05-05,Los Angeles County
2.0,4,1562,425754,1963,5169.15,6037,2017-05-05,Los Angeles County
2.0,4,1499,878131,1959,10002.96,6037,2017-05-05,Los Angeles County
1.0,3,1132,457000,1950,5581.78,6037,2017-05-05,Los Angeles County
3.5,4,3349,629046,1992,7179.14,6059,2017-05-05,Orange County
2.0,3,1685,614000,1963,7519.74,6037,2017-05-05,Los Angeles County
1.0,3,1242,502233,1929,6152.31,6037,2017-05-05,Los Angeles County
2.0,3,1200,269237,1955,3450.11,6037,2017-05-05,Los Angeles County
2.5,3,1525,535947,1998,6378.72,6059,2017-05-05,Orange County
2.0,4,1509,773443,1942,9294.34,6037,2017-05-05,Los Angeles County
2.0,4,1790,667918,1970,8228.4,6037,2017-05-05,Los Angeles County
1.0,2,1182,159818,1903,2163.35,6037,2017-05-05,Los Angeles County
2.0,2,1320,114486,1986,2233.63,6037,2017-05-05,Los Angeles County
2.5,3,1460,563463,2003,8953.7,6059,2017-05-05,Orange County
1.5,3,1451,107653,1959,1704.6,6059,2017-05-05,Orange County
2.0,5,2799,245988,1927,3108.74,6037,2017-05-05,Los Angeles County
2.0,3,1340,401292,1962,4974.88,6059,2017-05-05,Orange County
2.0,2,1151,304587,1976,3754.18,6059,2017-05-05,Orange County
2.0,4,1487,484077,1959,5799.26,6059,2017-05-05,Orange County
2.0,3,1218,150773,1941,2283.29,6037,2017-05-05,Los Angeles County
2.0,2,1581,585000,1952,7140.44,6037,2017-05-05,Los Angeles County
2.0,2,1206,297168,1989,2956.52,6059,2017-05-05,Orange County
3.0,4,1670,205121,1989,3417.15,6037,2017-05-05,Los Angeles County
1.0,2,814,68919,1948,1576.64,6037,2017-05-05,Los Angeles County
2.0,4,1263,167977,1963,2185.52,6111,2017-05-05,Ventura County
3.0,5,3508,257595,1962,4460.51,6037,2017-05-05,Los Angeles County
2.0,3,1189,58706,1955,937.34,6037,2017-05-05,Los Angeles County
2.0,3,1871,381973,1953,4500.54,6059,2017-05-05,Orange County
2.0,3,1680,410273,1967,5072.58,6059,2017-05-05,Orange County
2.0,3,1635,427492,1959,4995.66,6059,2017-05-05,Orange County
1.0,4,892,58766,1911,2085.61,6037,2017-05-05,Los Angeles County
2.0,3,1835,234425,1964,3020.25,6037,2017-05-05,Los Angeles County
4.0,4,2509,458367,2009,5777.57,6037,2017-05-05,Los Angeles County
2.0,3,1352,61268,1956,1295.32,6059,2017-05-05,Orange County
3.0,6,4072,512701,1924,7572.58,6037,2017-05-05,Los Angeles County
2.0,3,2135,93341,1956,1558.48,6059,2017-05-05,Orange County
2.0,4,2038,520115,1969,7125.56,6037,2017-05-05,Los Angeles County
1.0,2,714,179913,1951,2284.84,6037,2017-05-05,Los Angeles County
3.0,4,2843,520000,2001,6937.22,6037,2017-05-05,Los Angeles County
3.0,4,2569,117583,1968,1649.09,6037,2017-05-05,Los Angeles County
3.0,4,2482,143721,1966,2087.24,6059,2017-05-05,Orange County
3.0,4,2187,511754,1964,5949.98,6059,2017-05-05,Orange County
2.0,3,1120,282624,1975,2807.84,6059,2017-05-05,Orange County
2.5,3,1905,136894,1959,2089.06,6059,2017-05-05,Orange County
2.0,3,1824,111512,1988,1433.73,6037,2017-05-05,Los Angeles County
1.0,2,1026,44112,1916,735.11,6037,2017-05-05,Los Angeles County
1.5,3,1032,188729,1962,2426.98,6059,2017-05-05,Orange County
2.0,1,1344,1062000,1952,12755.04,6037,2017-05-05,Los Angeles County
1.0,2,1025,48107,1940,862.9,6059,2017-05-12,Orange County
1.0,2,1025,48107,1940,862.9,6059,2017-05-05,Orange County
1.5,3,1100,404069,1963,4614.56,6059,2017-05-05,Orange County
1.0,3,1057,319263,1952,3899.95,6037,2017-05-05,Los Angeles County
2.0,3,1232,369230,1962,4287.38,6059,2017-05-05,Orange County
2.0,3,1118,445000,1953,5407.51,6037,2017-05-05,Los Angeles County
3.0,3,2742,1361916,1949,16726.69,6037,2017-05-05,Los Angeles County
3.0,4,2339,170213,1962,2186.01,6037,2017-05-05,Los Angeles County
1.0,3,1023,268750,1948,3737.88,6037,2017-05-05,Los Angeles County
3.0,4,2628,283000,2006,5514.14,6037,2017-05-05,Los Angeles County
4.0,4,2175,556208,1960,6834.83,6037,2017-05-05,Los Angeles County
2.0,3,1556,559000,1941,7195.66,6037,2017-05-05,Los Angeles County
4.5,5,2933,976000,1998,10918.94,6059,2017-05-05,Orange County
2.0,5,1905,623661,1965,6975.38,6059,2017-05-05,Orange County
3.0,4,2293,708764,1965,7890.3,6059,2017-05-05,Orange County
2.0,3,1479,576498,1972,6591.3,6059,2017-05-05,Orange County
1.0,2,1078,1131768,1925,13589.57,6037,2017-05-05,Los Angeles County
2.0,3,1697,128781,1956,2688.54,6037,2017-05-05,Los Angeles County
2.0,4,1743,76163,1968,1668.78,6037,2017-05-05,Los Angeles County
4.5,4,4450,973890,1992,10194.04,6059,2017-05-05,Orange County
2.0,4,2499,295126,1949,4721.46,6037,2017-05-05,Los Angeles County
1.0,2,856,268547,1951,3537.68,6037,2017-05-05,Los Angeles County
2.0,3,1595,477465,1959,5746.23,6037,2017-05-05,Los Angeles County
2.0,4,1483,75706,1947,1399.1,6037,2017-05-05,Los Angeles County
2.0,2,1272,230974,1948,3034.08,6037,2017-05-05,Los Angeles County
2.0,3,1215,133506,1948,1917.4,6037,2017-05-05,Los Angeles County
5.0,5,4035,1116000,1991,13386.29,6037,2017-05-05,Los Angeles County
4.5,5,3667,1240000,1998,12723.3,6059,2017-05-05,Orange County
2.0,4,1144,58433,1961,1263.25,6037,2017-05-05,Los Angeles County
3.0,4,2412,818000,1970,10033.98,6037,2017-05-05,Los Angeles County
1.0,2,1136,49034,1950,996.19,6037,2017-05-05,Los Angeles County
5.0,6,3674,945000,2003,12249.9,6037,2017-05-05,Los Angeles County
2.0,4,1080,405000,1958,4842.63,6037,2017-05-05,Los Angeles County
3.5,5,3316,923000,1994,9529.12,6059,2017-05-05,Orange County
2.0,3,1368,82379,1957,1351.2,6037,2017-05-05,Los Angeles County
2.0,4,1536,499000,1948,6238.45,6037,2017-05-05,Los Angeles County
2.5,4,2075,338062,1990,4319.84,6059,2017-05-05,Orange County
3.0,4,2424,564000,2004,7467.29,6037,2017-05-05,Los Angeles County
3.0,3,2662,620000,2003,12126.46,6037,2017-05-05,Los Angeles County
2.0,4,2362,658382,1909,8070.11,6037,2017-05-05,Los Angeles County
4.0,3,4064,1210894,2004,12982.82,6059,2017-05-05,Orange County
2.0,3,1702,464352,1964,5830.74,6037,2017-05-05,Los Angeles County
3.0,4,1825,228365,1940,3318.27,6037,2017-05-05,Los Angeles County
3.0,4,2786,872126,1997,13976.4,6037,2017-05-05,Los Angeles County
2.0,3,1363,320431,1956,3929.13,6037,2017-05-05,Los Angeles County
2.0,2,1372,451542,1921,5509.74,6037,2017-05-05,Los Angeles County
1.0,2,1165,375000,1950,4577.28,6037,2017-05-05,Los Angeles County
2.5,4,1725,294332,1990,2934.46,6059,2017-05-05,Orange County
2.0,4,1239,48409,1956,917.77,6037,2017-05-05,Los Angeles County
2.5,4,2439,673754,1987,6850.0,6059,2017-05-05,Orange County
3.0,4,1871,199019,1976,2846.13,6037,2017-05-05,Los Angeles County
2.0,2,1710,130100,1974,1485.7,6059,2017-05-05,Orange County
3.0,4,2854,1362740,1952,15743.61,6037,2017-05-05,Los Angeles County
2.0,3,1131,426303,1961,5352.15,6037,2017-05-05,Los Angeles County
2.0,2,1419,1192918,1941,14350.73,6037,2017-05-05,Los Angeles County
2.0,4,1271,353115,1925,4376.39,6037,2017-05-05,Los Angeles County
3.0,4,2424,564000,2004,7464.52,6037,2017-05-05,Los Angeles County
3.0,4,2941,512626,1990,5954.5,6111,2017-05-05,Ventura County
2.5,4,2166,255161,1979,2670.44,6059,2017-05-05,Orange County
2.0,3,1000,332759,1956,4096.68,6037,2017-05-05,Los Angeles County
2.5,3,2376,521881,1986,5431.92,6059,2017-05-05,Orange County
2.0,3,1192,210549,1946,2784.98,6037,2017-05-05,Los Angeles County
1.0,1,934,282120,1977,3006.02,6059,2017-05-05,Orange County
2.0,3,1731,74509,1963,1140.74,6037,2017-05-05,Los Angeles County
2.5,3,1564,263870,1986,2701.46,6059,2017-05-05,Orange County
3.0,4,1805,462978,1985,4797.8,6059,2017-05-05,Orange County
2.0,4,1840,306381,1988,3772.85,6037,2017-05-05,Los Angeles County
1.0,1,360,206054,1928,3135.78,6037,2017-05-05,Los Angeles County
2.5,3,2027,882252,2005,13229.32,6059,2017-05-05,Orange County
2.0,3,1290,313678,1963,4098.78,6037,2017-05-05,Los Angeles County
2.0,3,1675,76374,1953,1173.34,6037,2017-05-05,Los Angeles County
5.0,5,3066,755236,1961,8836.14,6037,2017-05-05,Los Angeles County
2.0,3,1252,52552,1954,772.14,6037,2017-05-05,Los Angeles County
2.0,3,925,277389,1952,3731.5,6037,2017-05-05,Los Angeles County
3.0,4,2434,402188,1996,4887.6,6111,2017-05-05,Ventura County
3.0,4,2941,790000,1993,8915.5,6111,2017-05-05,Ventura County
2.0,2,1300,440320,1969,4581.88,6059,2017-05-05,Orange County
3.0,4,2083,334525,1994,5142.31,6037,2017-05-05,Los Angeles County
1.0,1,856,263400,1918,3177.98,6037,2017-05-05,Los Angeles County
3.0,4,2257,436154,1964,5058.16,6111,2017-05-05,Ventura County
3.0,3,2915,913724,1981,10512.19,6037,2017-05-05,Los Angeles County
2.0,4,1925,742000,1976,9536.92,6037,2017-05-05,Los Angeles County
1.0,2,1077,166977,1950,2026.64,6037,2017-05-05,Los Angeles County
2.5,4,3176,1087311,2000,13126.68,6059,2017-05-05,Orange County
3.0,4,2284,760000,1965,9401.46,6037,2017-05-05,Los Angeles County
